"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"106","23","1016","큰","最大ダメージ +1","100","1","●","","","●","●","","●","●","●","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"107","23","1017","무거운","最大ダメージ +[2~3]","100","6","●","","","●","●","","●","●","●","●","","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"108","23","1018","큼직한","最大ダメージ +[4~6]","100","21","","","","","●","","●","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","",""
"109","23","1019","묵직한","最大ダメージ +[7~12]","100","46","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","●","●","","●","●","","","","●","","","●","","●","",""
"110","23","1020","육중한","最大ダメージ +[13~20]","75","81","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"508","23","1023","둔중한","最大ダメージ +[21~28]","50","231","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"589","23","1033","천근같은","最大ダメージ +[29~37]","50","331","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"111","24","1101","질긴","防御力 +[2~5]％","100","1","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","","●","","","●","●","","●","","●","●","●","","●","●","●","●","","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"112","24","1102","두꺼운","防御力 +[6~10]％","100","3","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","","●","","","●","","","●","","●","","●","","●","","","●","","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"113","24","1103","단단한","防御力 +[11~15]％","90","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"114","24","1104","충실한","防御力 +[16~25]％","80","13","●","●","●","●","●","●","●","","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"115","24","1105","견고한","防御力 +[26~40]％","70","21","","●","","","●","●","●","","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"116","24","1106","견실한","防御力 +[41~60]％","60","31","","●","","","","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"117","24","1107","웅대한","防御力 +[61~80]％","50","44","","●","","","","","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"118","24","1108","웅장한","防御力 +[81~100]％","40","60","","●","","","","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"119","24","1109","장대한","防御力 +[101~120]％","30","79","","","","","","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120","24","1110","장엄한","防御力 +[121~150]％","20","100","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"509","24","1121","창대한","防御力 +[151~200]％","10","250","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590","24","1131","광대한","防御力 +[201~250]％","10","350","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702","24","30039","강고한","防御力 +60％","100","0","","●","","","","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"878","24","30059","수비대의","防御力 +110％","100","0","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"914","24","30069","슐트의 ","防御力 +300％","100","0","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121","25","1111","촘촘한","防御力 +1","100","5","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"122","25","1112","알찬","防御力 +2","100","25","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"123","25","1113","꽉찬","防御力 +[3~4]","95","45","●","●","●","●","●","●","●","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"124","25","1114","밀도 있는","防御力 +[5~7]","80","65","●","●","●","●","●","●","●","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"125","25","1115","빈틈없는","防御力 +[8~10]","65","85","","●","●","","","●","●","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"510","25","1122","철저한","防御力 +[11~13]","50","235","","","","","","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"591","25","1132","철두철미한","防御力 +[14~20]","50","335","","","","","","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"126","26","1201","활동의","最大HP +[5~10]％","100","45","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"127","26","1202","활발함의","最大HP +[11~15]％","95","55","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"128","26","1203","활달함의","最大HP +[16~25]％","85","65","●","●","●","●","●","●","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"129","26","1204","활력의","最大HP +[26~40]％","70","75","●","●","●","●","●","●","","","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"130","26","1205","활기의","最大HP +[41~70]％","50","85","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131","26","1206","기운참의","最大HP +[71~100]％","25","95","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511","26","1231","생동의","最大HP +[101~120]％","10","245","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"592","26","1251","태동의","最大HP +[121~150]％","10","345","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"703","26","30040","패기의","最大HP +60％","100","0","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"879","26","30060","당당한","最大HP +80％","100","0","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"915","26","30070","탄포의 ","最大HP +200％","100","0","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132","27","1207","핏기의","最大HP +[1~2]","100","1","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"133","27","1208","생기의","最大HP +[3~5]","100","2","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"134","27","1209","원기의","最大HP +[6~10]","100","4","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"135","27","1210","생명의","最大HP +[11~16]","100","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"136","27","1211","생명력의","最大HP +[17~24]","100","11","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"137","27","1212","생존의","最大HP +[25~35]","100","16","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","","","●"
"138","27","1213","수명의","最大HP +[36~50]","83","23","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","","",""
"139","27","1214","생의","最大HP +[51~70]","66","32","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","","",""
"140","27","1215","명의","最大HP +[71~100]","50","43","●","","●","●","●","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141","27","1216","삶의","最大HP +[101~145]","33","56","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142","27","1217","목숨의","最大HP +[146~200]","17","71","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"512","27","1241","숨의","最大HP +[201~250]","10","221","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"593","27","1261","피의","最大HP +[206~255]","10","321","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143","28","1301","넉넉함의","最大CP +[5~10]％","100","35","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"144","28","1302","풍부함의","最大CP +[11~15]％","95","47","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"145","28","1303","풍만함의","最大CP +[16~25]％","85","59","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"146","28","1304","충만의","最大CP +[26~40]％","70","71","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"147","28","1305","가득함의","最大CP +[41~70]％","50","83","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","28","1306","넘침의","最大CP +[71~100]％","25","95","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"513","28","1331","흘러넘침의","最大CP +[101~120]％","10","245","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"594","28","1351","흥건함의","最大CP +[121~150]％","10","345","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"916","28","30071","케이룬의 ","最大CP +200％","100","0","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149","29","1307","마음의","最大CP +[1~2]","100","1","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"150","29","1308","정신의","最大CP +[3~5]","100","2","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"151","29","1309","기력의","最大CP +[6~10]","100","4","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"152","29","1310","정신력의","最大CP +[11~16]","100","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"153","29","1311","담력의","最大CP +[17~24]","100","11","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"154","29","1312","의지의","最大CP +[25~35]","100","16","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"155","29","1313","신념의","最大CP +[36~50]","83","22","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","",""
"156","29","1314","기백의","最大CP +[51~70]","66","29","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","",""
"157","29","1315","지조의","最大CP +[71~100]","50","37","●","","●","●","●","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","29","1316","혼백의","最大CP +[101~145]","33","46","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159","29","1317","혼의","最大CP +[146~200]","17","56","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","29","1341","넋의","最大CP +[201~250]","10","206","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"595","29","1361","뜻의","最大CP +[206~255]","10","306","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160","30","1318","잠재력의","減少限界CP +[1~3]","100","47","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"161","30","1319","한계의","減少限界CP +[4~10]","50","66","●","●","●","●","●","","","●","","●","●","●","●","","●","●","●","","●","●","●","●","","","●","","","●","●","●","●","●","●","●","","●","●","","","","●","●","","●","●","","","","●","","","●","","●","",""
"162","30","1320","극한의","減少限界CP +[11~20]","25","85","●","","●","●","","","","","","●","●","●","●","","","●","●","","●","●","●","●","","","●","","","","●","","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"515","30","1321","극도의","減少限界CP +[15~25]","10","235","","","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"596","30","1322","극악의","減少限界CP +[20~30]","10","335","","","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163","31","1401","바른","命中率 +1％","100","10","●","","●","●","●","","●","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","","","●","●","","","","","●"
"164","31","1402","올바른","命中率 +[2~3]％","100","25","●","","","●","","","●","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"165","31","1403","정확한","命中率 +[4~5]％","100","40","●","","","","","","","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"166","31","1404","정밀한","命中率 +[6~7]％","50","55","","","","","","","","●","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"167","31","1405","정교한","命中率 +[8~9]％","25","70","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"168","31","1406","정도의","命中率 +[10~12]％","10","85","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"516","31","1451","바른길의","命中率 +[10~15]％","10","285","","","","","","","","","","","","","","","●","","","●","●","●","","","●","●","●","●","●","●","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","",""
"597","31","1461","올바른길의","命中率 +[12~18]％","10","385","","","","","","","","","","","","","","","●","","","●","●","●","","","●","●","●","●","●","●","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","",""
"917","31","30072","바일의 ","命中率 +20％","100","0","","","","","","","","","","","","","","","●","","","●","●","●","","","●","●","●","●","●","●","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","",""
"169","32","1407","미끈한","回避率 +1％","100","15","●","●","●","●","●","●","●","","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","","","●","●","","","","","●"
"170","32","1408","매끈한","回避率 +[2~3]％","100","30","●","●","","","●","●","●","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"171","32","1409","윤기나는","回避率 +[4~5]％","100","45","","","","","","●","","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"172","32","1410","반들반들한","回避率 +[6~7]％","50","60","","","","","","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"173","32","1411","반질반질한","回避率 +[8~9]％","25","75","","","","","","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"174","32","1412","번쩍번쩍한","回避率 +[10~12]％","10","90","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"517","32","1452","뻔적뻔적한","回避率 +[10~15]％","10","290","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"598","32","1462","윤나는","回避率 +[12~18]％","10","390","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"918","32","30073","아리엘의 ","回避率 +20％","100","0","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","33","1413","호신의","ブロック率 +[3~5]％","100","5","●","●","","","●","","●","","","●","","●","","","●","","","","","","●","","","","","","","","","●","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"176","33","1414","보호의","ブロック率 +[5~10]％","60","18","","","","","","","●","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"177","33","1415","방어의","ブロック率 +[10~15]％","30","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"178","33","1416","방위의","ブロック率 +[15~25]％","15","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"518","33","1453","보위의","ブロック率 +[15~28]％","10","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"599","33","1463","철통같은","ブロック率 +[25~30]％","10","380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"179","34","1417","치명적인","致命打発動確率 +[2~5]％","75","7","●","●","","","","","●","●","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"180","34","1418","치명타의","致命打発動確率 +[6~10]％","50","57","","","","","","","","●","●","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"519","34","1454","치명의","致命打発動確率 +[11~15]％","10","257","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"600","34","1464","치사의","致命打発動確率 +[16~20]％","10","357","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"919","34","30074","오베론의 ","致命打発動確率 +25％","100","0","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"181","35","1419","결정적인","決定打発動確率 +[1~2]％","25","33","●","●","","","","","●","●","●","","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"182","35","1420","결정타의","決定打発動確率 +[3~4]％","13","66","","","","","","","","●","●","●","","","","","","","","","●","","●","","","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"183","36","1421","맞추기 쉬운","ターゲットの回避率補正値 無視","100","99","","","","","","","","","","●","","","","","","","","","●","","","","●","","●","","","●","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","●"
"184","37","1422","맞기 어려운","攻撃者の命中率補正値 無視","100","99","","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"185","38","1423","절대 명중하는","命中率 100％","100","100","","","","","","","","","","","","","","","","","","","●","","","","●","","","","●","","","","","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"186","39","1501","즉흥적인","ブロッキング速度 +[25~50]％","50","10","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"187","39","1502","순발력의","ブロッキング速度 +[51~100]％","25","30","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"188","40","1503","걷기의","移動速度 +5％","100","5","●","●","●","●","●","●","","","","","","●","●","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","●","●","","●","●","","","","●","","","●","","","","●"
"189","40","1504","산보의","移動速度 +10％","100","20","●","","","●","●","","","","","","","","●","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"190","40","1505","산책의","移動速度 +15％","100","40","","","","","","","","","","","","","●","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"191","40","1506","여행의","移動速度 +20％","100","55","","","","","","","","","","","","","●","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"192","40","1507","모험의","移動速度 +30％","100","60","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520","40","1551","유랑의","移動速度 +[30~35]％","50","210","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"601","40","1561","방랑의","移動速度 +[35~40]％","50","310","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","40","30075","니케의 ","移動速度 +50％","100","0","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193","41","1508","속공의","攻撃速度  +[10~20]％","75","40","●","","","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"194","41","1509","광전사의","攻撃速度  +[21~35]％","50","65","","","","","","","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"195","41","1510","발악의","攻撃速度  +[36~50]％","25","70","","","","","","","","●","","","","","","●","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"521","41","1552","발광의","攻撃速度  +[40~55]％","10","270","","","","","","","","●","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"602","41","1562","전광석화같은","攻撃速度  +[45~60]％","10","370","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"694","41","30031","격노의","攻撃速度  +30％","100","0","","","","","","","●","●","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"870","41","30051","추적자의","攻撃速度  +40％","100","0","","","","","","","","●","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"921","41","30076","페일의 ","攻撃速度  +65％","100","0","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
